"","V1"
"14024",3
"14025",23
"14026",3
"14027",23
"14028",20
"14029",26
"14030",3
"14031",3
"14032",3
"14033",3
"14034",23
"14035",3
"14036",3
"14037",3
"14038",3
"14039",3
"14040",3
"14041",3
"14042",3
"14043",3
"14044",3
"14045",3
"14046",23
"14047",3
"14048",3
"14049",29
"14050",19
"14051",19
"14052",3
"14053",3
"14054",3
"14055",3
"14056",3
"14057",3
"14058",3
"14059",3
"14060",3
"14061",3
"14062",3
"14063",19
"14064",14
"14065",3
"14066",3
"14067",3
"14068",28
"14069",3
"14070",29
"14071",3
"14072",28
"14073",19
"14074",3
"14075",10
"14076",3
"14077",3
"14078",3
"14079",3
"14080",29
"14081",26
"14082",26
"14083",26
"14084",26
"14085",26
"14086",26
"14087",26
"14088",26
"14089",26
"14090",26
"14091",26
"14092",26
"14093",26
"14094",26
"14095",26
"14096",26
"14097",26
"14098",26
"14099",26
"14100",26
"14101",29
"14102",26
"14103",26
"14104",26
"14105",26
"14106",26
"14107",20
"14108",26
"14109",26
"14110",26
"14111",26
"14112",26
"14113",26
"14114",28
"14115",19
"14116",25
"14117",19
"14118",19
"14119",19
"14120",3
"14121",19
"14122",19
"14123",22
"14124",19
"14125",19
"14126",19
"14127",19
"14128",19
"14129",28
"14130",23
"14131",16
"14132",10
"14133",27
"14134",28
"14135",10
"14136",20
"14137",10
"14138",10
"14139",10
"14140",10
"14141",19
"14142",23
"14143",20
"14144",10
"14145",28
"14146",15
"14147",16
"14148",28
"14149",10
"14150",6
"14151",10
"14152",6
"14153",21
"14154",10
"14155",10
"14156",28
"14157",16
"14158",10
"14159",14
"14160",28
"14161",20
"14162",29
"14163",10
"14164",10
"14165",10
"14166",26
"14167",28
"14168",16
"14169",23
"14170",29
"14171",23
"14172",10
"14173",10
"14174",23
"14175",18
"14176",23
"14177",18
"14178",21
"14179",18
"14180",18
"14181",29
"14182",29
"14183",29
"14184",29
"14185",18
"14186",29
"14187",29
"14188",29
"14189",18
"14190",29
"14191",18
"14192",29
"14193",18
"14194",29
"14195",29
"14196",18
"14197",18
"14198",29
"14199",29
"14200",23
"14201",29
"14202",29
"14203",29
"14204",29
"14205",29
"14206",29
"14207",29
"14208",29
"14209",18
"14210",18
"14211",14
"14212",14
"14213",23
"14214",14
"14215",23
"14216",14
"14217",23
"14218",23
"14219",19
"14220",2
"14221",2
"14222",2
"14223",14
"14224",2
"14225",14
"14226",14
"14227",19
"14228",19
"14229",14
"14230",19
"14231",19
"14232",14
"14233",3
"14234",23
"14235",3
"14236",19
"14237",29
"14238",3
"14239",29
"14240",29
"14241",3
"14242",29
"14243",3
"14244",3
"14245",3
"14246",29
"14247",29
"14248",3
"14249",29
"14250",3
"14251",23
"14252",14
"14253",3
"14254",29
"14255",3
"14256",3
"14257",3
"14258",3
"14259",3
"14260",29
"14261",3
"14262",3
"14263",18
"14264",23
"14265",3
"14266",3
"14267",3
"14268",29
"14269",29
"14270",3
"14271",23
"14272",3
"14273",3
"14274",3
"14275",3
"14276",23
"14277",23
"14278",23
"14279",23
"14280",29
"14281",3
"14282",29
"14283",23
"14284",3
"14285",29
"14286",29
"14287",3
"14288",29
"14289",23
"14290",3
"14291",3
"14292",19
"14293",23
"14294",23
"14295",3
"14296",29
"14297",29
"14298",3
"14299",29
"14300",28
"14301",20
"14302",3
"14303",3
"14304",3
"14305",2
"14306",3
"14307",23
"14308",29
"14309",25
"14310",29
"14311",29
"14312",29
"14313",28
"14314",3
"14315",25
"14316",28
"14317",29
"14318",3
"14319",3
"14320",3
"14321",23
"14322",29
"14323",3
"14324",3
"14325",3
"14326",3
"14327",23
"14328",3
"14329",3
"14330",29
"14331",28
"14332",29
"14333",23
"14334",3
"14335",29
"14336",29
"14337",23
"14338",3
"14339",23
"14340",3
"14341",3
"14342",3
"14343",29
"14344",23
"14345",3
"14346",29
"14347",3
"14348",19
"14349",3
"14350",3
"14351",3
"14352",23
"14353",29
"14354",23
"14355",23
"14356",8
"14357",29
"14358",29
"14359",23
"14360",3
"14361",29
"14362",29
"14363",29
"14364",25
"14365",29
"14366",29
"14367",3
"14368",3
"14369",23
"14370",23
"14371",3
"14372",3
"14373",29
"14374",3
"14375",3
"14376",23
"14377",3
"14378",23
"14379",3
"14380",3
"14381",3
"14382",29
"14383",3
"14384",29
"14385",23
"14386",3
"14387",3
"14388",3
"14389",3
"14390",3
"14391",23
"14392",3
"14393",3
"14394",29
"14395",3
"14396",23
"14397",29
"14398",3
"14399",23
"14400",3
"14401",29
"14402",12
"14403",3
"14404",3
"14405",23
"14406",19
"14407",3
"14408",29
"14409",23
"14410",29
"14411",29
"14412",23
"14413",3
"14414",3
"14415",29
"14416",3
"14417",3
"14418",23
"14419",23
"14420",29
"14421",3
"14422",3
"14423",3
"14424",29
"14425",3
"14426",3
"14427",29
"14428",3
"14429",29
"14430",3
"14431",29
"14432",29
"14433",28
"14434",3
"14435",3
"14436",20
"14437",3
"14438",3
"14439",3
"14440",23
"14441",29
"14442",3
"14443",29
"14444",3
"14445",3
"14446",29
"14447",3
"14448",3
"14449",29
"14450",29
"14451",29
"14452",3
"14453",3
"14454",29
"14455",20
"14456",29
"14457",29
"14458",29
"14459",23
"14460",3
"14461",29
"14462",3
"14463",3
"14464",3
"14465",3
"14466",3
"14467",3
"14468",3
"14469",3
"14470",3
"14471",29
"14472",3
"14473",3
"14474",3
"14475",3
"14476",29
"14477",23
"14478",19
"14479",20
"14480",29
"14481",28
"14482",20
"14483",3
"14484",19
"14485",23
"14486",20
"14487",20
"14488",20
"14489",19
"14490",29
"14491",28
"14492",21
"14493",14
"14494",28
"14495",23
"14496",12
"14497",12
"14498",14
"14499",2
"14500",12
"14501",20
"14502",4
"14503",28
"14504",26
"14505",25
"14506",26
"14507",28
"14508",22
"14509",28
"14510",2
"14511",22
"14512",14
"14513",28
"14514",23
"14515",19
"14516",3
"14517",19
"14518",14
"14519",23
"14520",19
"14521",23
"14522",28
"14523",19
"14524",28
"14525",26
"14526",19
"14527",20
"14528",23
"14529",23
"14530",28
"14531",28
"14532",19
"14533",22
"14534",25
"14535",22
"14536",26
"14537",22
"14538",26
"14539",22
"14540",23
"14541",23
"14542",19
"14543",23
"14544",19
"14545",3
"14546",23
"14547",19
"14548",3
"14549",26
"14550",29
"14551",6
"14552",21
"14553",30
"14554",20
"14555",19
"14556",19
"14557",19
"14558",19
"14559",20
"14560",26
"14561",19
"14562",21
"14563",19
"14564",22
"14565",12
"14566",23
"14567",12
"14568",19
"14569",28
"14570",2
"14571",24
"14572",2
"14573",19
"14574",8
"14575",20
"14576",17
"14577",28
"14578",14
"14579",14
"14580",28
"14581",28
"14582",17
"14583",17
"14584",19
"14585",14
"14586",28
"14587",28
"14588",28
"14589",19
"14590",2
"14591",14
"14592",10
"14593",28
"14594",23
"14595",14
"14596",20
"14597",26
"14598",5
"14599",14
"14600",2
"14601",14
"14602",23
"14603",14
"14604",14
"14605",28
"14606",29
"14607",14
"14608",28
"14609",23
"14610",28
"14611",28
"14612",23
"14613",23
"14614",19
"14615",6
"14616",14
"14617",28
"14618",28
"14619",13
"14620",28
"14621",28
"14622",23
"14623",10
"14624",26
"14625",23
"14626",29
"14627",23
"14628",19
"14629",14
"14630",15
"14631",26
"14632",28
"14633",26
"14634",26
"14635",6
"14636",23
"14637",26
"14638",14
"14639",26
"14640",14
"14641",17
"14642",17
"14643",29
"14644",23
"14645",29
"14646",29
"14647",29
"14648",29
"14649",29
"14650",29
"14651",3
"14652",29
"14653",29
"14654",29
"14655",29
"14656",19
"14657",29
"14658",29
"14659",29
"14660",29
"14661",29
"14662",29
"14663",29
"14664",3
"14665",29
"14666",29
"14667",3
"14668",3
"14669",29
"14670",29
"14671",29
"14672",3
"14673",23
"14674",3
"14675",23
"14676",29
"14677",29
"14678",29
"14679",29
"14680",29
"14681",29
"14682",29
"14683",19
"14684",3
"14685",3
"14686",29
"14687",23
"14688",3
"14689",3
"14690",29
"14691",29
"14692",23
"14693",3
"14694",3
"14695",29
"14696",3
"14697",29
"14698",20
"14699",28
"14700",29
"14701",23
"14702",29
"14703",23
"14704",29
"14705",28
"14706",23
"14707",3
"14708",3
"14709",28
"14710",3
"14711",29
"14712",29
"14713",29
"14714",3
"14715",29
"14716",29
"14717",3
"14718",29
"14719",29
"14720",29
"14721",23
"14722",3
"14723",29
"14724",19
"14725",29
"14726",3
"14727",3
"14728",19
"14729",29
"14730",3
"14731",29
"14732",3
"14733",29
"14734",3
"14735",29
"14736",3
"14737",3
"14738",3
"14739",29
"14740",3
"14741",3
"14742",29
"14743",29
"14744",29
"14745",29
"14746",29
"14747",29
"14748",3
"14749",3
"14750",20
"14751",29
"14752",29
"14753",29
"14754",3
"14755",29
"14756",22
"14757",29
"14758",3
"14759",3
"14760",29
"14761",29
"14762",3
"14763",28
"14764",3
"14765",23
"14766",29
"14767",3
"14768",29
"14769",3
"14770",29
"14771",29
"14772",16
"14773",3
"14774",19
"14775",29
"14776",29
"14777",29
"14778",29
"14779",29
"14780",3
"14781",19
"14782",14
"14783",23
"14784",29
"14785",29
"14786",20
"14787",19
"14788",23
"14789",29
"14790",29
"14791",29
"14792",29
"14793",29
"14794",17
"14795",28
"14796",28
"14797",28
"14798",3
"14799",29
"14800",28
"14801",29
"14802",26
"14803",26
"14804",26
"14805",23
"14806",26
"14807",20
"14808",29
"14809",26
"14810",14
"14811",5
"14812",29
"14813",29
"14814",29
"14815",23
"14816",29
"14817",29
"14818",21
"14819",26
"14820",21
"14821",29
"14822",21
"14823",5
"14824",3
"14825",21
"14826",14
"14827",5
"14828",22
"14829",5
"14830",14
"14831",2
"14832",26
"14833",29
"14834",22
"14835",21
"14836",25
"14837",19
"14838",20
"14839",28
"14840",23
"14841",19
"14842",23
"14843",19
"14844",28
"14845",3
"14846",19
"14847",29
"14848",23
"14849",20
"14850",23
"14851",19
"14852",19
"14853",29
"14854",17
"14855",29
"14856",23
"14857",23
"14858",19
"14859",28
"14860",28
"14861",19
"14862",22
"14863",28
"14864",23
"14865",26
"14866",17
"14867",14
"14868",19
"14869",25
"14870",19
"14871",14
"14872",17
"14873",22
"14874",26
"14875",28
"14876",19
"14877",14
"14878",28
"14879",14
"14880",14
"14881",28
"14882",17
"14883",14
"14884",14
"14885",14
"14886",28
"14887",14
"14888",14
"14889",28
"14890",19
"14891",14
"14892",28
"14893",14
"14894",14
"14895",28
"14896",17
"14897",14
"14898",17
"14899",14
"14900",14
"14901",28
"14902",14
"14903",14
"14904",17
"14905",23
"14906",28
"14907",14
"14908",14
"14909",17
"14910",14
"14911",14
"14912",14
"14913",19
"14914",17
"14915",28
"14916",17
"14917",14
"14918",17
"14919",28
"14920",17
"14921",28
"14922",28
"14923",17
"14924",14
"14925",14
"14926",14
"14927",28
"14928",17
"14929",17
"14930",14
"14931",14
"14932",17
"14933",14
"14934",14
"14935",19
"14936",17
"14937",14
"14938",17
"14939",14
"14940",14
"14941",14
"14942",14
"14943",23
"14944",27
"14945",14
"14946",14
"14947",17
"14948",17
"14949",5
"14950",29
"14951",10
"14952",28
"14953",14
"14954",5
"14955",19
"14956",21
"14957",19
"14958",29
"14959",17
"14960",5
"14961",28
"14962",6
"14963",28
"14964",21
"14965",21
"14966",28
"14967",14
"14968",17
"14969",28
"14970",5
"14971",29
"14972",29
"14973",29
"14974",14
"14975",21
"14976",5
"14977",5
"14978",5
"14979",1
"14980",21
"14981",29
"14982",21
"14983",21
"14984",21
"14985",21
"14986",21
"14987",21
"14988",21
"14989",21
"14990",25
"14991",21
"14992",21
"14993",21
"14994",21
"14995",21
"14996",26
"14997",2
"14998",21
"14999",14
"15000",21
"15001",21
"15002",21
"15003",21
"15004",14
"15005",21
"15006",21
"15007",21
"15008",21
"15009",21
"15010",23
"15011",21
"15012",21
"15013",21
"15014",21
"15015",21
"15016",21
"15017",21
"15018",21
"15019",21
"15020",21
"15021",21
"15022",21
"15023",21
"15024",21
"15025",14
"15026",14
"15027",21
"15028",21
"15029",21
"15030",3
"15031",23
"15032",23
"15033",28
"15034",23
"15035",28
"15036",28
"15037",23
"15038",17
"15039",28
"15040",23
"15041",2
"15042",2
"15043",12
"15044",20
"15045",26
"15046",26
"15047",26
"15048",17
"15049",17
"15050",2
"15051",2
"15052",23
"15053",2
"15054",2
"15055",2
"15056",6
"15057",6
"15058",2
"15059",2
"15060",17
"15061",2
"15062",10
"15063",2
"15064",2
"15065",23
"15066",2
"15067",17
"15068",17
"15069",6
"15070",12
"15071",28
"15072",19
"15073",20
"15074",16
"15075",26
"15076",29
"15077",19
"15078",19
"15079",20
"15080",6
"15081",10
"15082",14
"15083",6
"15084",10
"15085",2
"15086",10
"15087",6
"15088",10
"15089",14
"15090",19
"15091",26
"15092",3
"15093",28
"15094",10
"15095",15
"15096",28
"15097",4
"15098",4
"15099",26
"15100",26
"15101",26
"15102",28
"15103",23
"15104",28
"15105",23
"15106",23
"15107",28
"15108",19
"15109",28
"15110",28
"15111",28
"15112",26
"15113",21
"15114",28
"15115",23
"15116",23
"15117",28
"15118",19
"15119",28
"15120",28
"15121",19
"15122",19
"15123",20
"15124",20
"15125",28
"15126",19
"15127",28
"15128",19
"15129",19
"15130",19
"15131",20
"15132",26
"15133",25
"15134",23
"15135",23
"15136",3
"15137",25
"15138",23
"15139",25
"15140",20
"15141",21
"15142",19
"15143",23
"15144",28
"15145",19
"15146",19
"15147",19
"15148",10
"15149",28
"15150",19
"15151",28
"15152",29
"15153",28
"15154",23
"15155",28
"15156",28
"15157",29
"15158",20
"15159",28
"15160",28
"15161",19
"15162",28
"15163",19
"15164",19
"15165",19
"15166",19
"15167",26
"15168",28
"15169",23
"15170",28
"15171",28
"15172",28
"15173",6
"15174",23
"15175",23
"15176",28
"15177",28
"15178",19
"15179",23
"15180",19
"15181",23
"15182",28
"15183",23
"15184",25
"15185",25
"15186",25
"15187",25
"15188",27
"15189",26
"15190",25
"15191",25
"15192",25
"15193",25
"15194",27
"15195",20
"15196",25
"15197",18
"15198",29
"15199",25
"15200",18
"15201",25
"15202",25
"15203",25
"15204",26
"15205",17
"15206",26
"15207",19
"15208",6
"15209",19
"15210",2
"15211",28
"15212",28
"15213",23
"15214",28
"15215",29
"15216",28
"15217",28
"15218",29
"15219",28
"15220",28
"15221",29
"15222",17
"15223",19
"15224",28
"15225",28
"15226",28
"15227",14
"15228",23
"15229",23
"15230",28
"15231",6
"15232",19
"15233",13
"15234",29
"15235",25
"15236",26
"15237",26
"15238",14
"15239",17
"15240",14
"15241",14
"15242",26
"15243",29
"15244",26
"15245",26
"15246",29
"15247",22
"15248",26
"15249",28
"15250",18
"15251",26
"15252",29
"15253",18
"15254",26
"15255",22
"15256",19
"15257",6
"15258",19
"15259",22
"15260",6
"15261",6
"15262",6
"15263",6
"15264",6
"15265",14
"15266",20
"15267",28
"15268",6
"15269",17
"15270",14
"15271",22
"15272",22
"15273",14
"15274",22
"15275",23
"15276",19
"15277",19
"15278",22
"15279",6
"15280",17
"15281",22
"15282",6
"15283",19
"15284",20
"15285",14
"15286",22
"15287",19
"15288",6
"15289",15
"15290",6
"15291",6
"15292",22
"15293",22
"15294",22
"15295",22
"15296",19
"15297",26
"15298",22
"15299",6
"15300",6
"15301",17
"15302",19
"15303",19
"15304",19
"15305",22
"15306",23
"15307",20
"15308",28
"15309",6
"15310",26
"15311",20
"15312",6
"15313",26
"15314",3
"15315",29
"15316",23
"15317",17
"15318",17
"15319",23
"15320",23
"15321",28
"15322",20
"15323",12
"15324",14
"15325",29
"15326",14
"15327",8
"15328",8
"15329",21
"15330",26
"15331",29
"15332",29
"15333",19
"15334",12
"15335",16
"15336",29
"15337",8
"15338",8
"15339",19
"15340",26
"15341",29
"15342",8
"15343",3
"15344",8
"15345",8
"15346",29
"15347",16
"15348",8
"15349",26
"15350",21
"15351",16
"15352",21
"15353",7
"15354",12
"15355",8
"15356",8
"15357",16
"15358",8
"15359",8
"15360",8
"15361",26
"15362",26
"15363",29
"15364",26
"15365",8
"15366",17
"15367",12
"15368",12
"15369",8
"15370",8
"15371",12
"15372",8
"15373",8
"15374",8
"15375",12
"15376",12
"15377",8
"15378",8
"15379",29
"15380",26
"15381",14
"15382",23
"15383",16
"15384",29
"15385",29
"15386",29
"15387",5
"15388",19
"15389",26
"15390",5
"15391",29
"15392",29
"15393",28
"15394",28
"15395",20
"15396",29
"15397",19
"15398",26
"15399",20
"15400",17
"15401",15
"15402",26
"15403",20
"15404",26
"15405",26
"15406",26
"15407",17
"15408",25
"15409",5
"15410",29
"15411",3
"15412",28
"15413",13
"15414",18
"15415",23
"15416",25
"15417",6
"15418",6
"15419",14
"15420",14
"15421",2
"15422",29
"15423",25
"15424",6
"15425",19
"15426",2
"15427",26
"15428",19
"15429",6
"15430",29
"15431",24
"15432",24
"15433",20
"15434",6
"15435",26
"15436",2
"15437",19
"15438",28
"15439",1
"15440",28
"15441",17
"15442",14
"15443",17
"15444",14
"15445",14
"15446",14
"15447",14
"15448",14
"15449",14
"15450",14
"15451",14
"15452",14
"15453",14
"15454",14
"15455",14
"15456",28
"15457",14
"15458",14
"15459",14
"15460",17
"15461",25
"15462",14
"15463",14
"15464",28
"15465",26
"15466",29
"15467",19
"15468",23
"15469",28
"15470",22
"15471",22
"15472",22
"15473",25
"15474",25
"15475",28
"15476",28
"15477",28
"15478",14
"15479",28
"15480",25
"15481",25
"15482",23
"15483",28
"15484",23
"15485",28
"15486",17
"15487",17
"15488",12
"15489",17
"15490",17
"15491",17
"15492",14
"15493",14
"15494",14
"15495",17
"15496",17
"15497",14
"15498",14
"15499",5
"15500",23
"15501",26
"15502",1
"15503",21
"15504",21
"15505",10
"15506",10
"15507",21
"15508",19
"15509",10
"15510",17
"15511",10
"15512",21
"15513",21
"15514",10
"15515",21
"15516",21
"15517",10
"15518",10
"15519",21
"15520",10
"15521",10
"15522",19
"15523",6
"15524",1
"15525",2
"15526",21
"15527",19
"15528",21
"15529",26
"15530",26
"15531",26
"15532",17
"15533",10
"15534",21
"15535",14
"15536",26
"15537",7
"15538",21
"15539",29
"15540",4
"15541",4
"15542",4
"15543",4
"15544",29
"15545",16
"15546",4
"15547",21
"15548",21
"15549",22
"15550",19
"15551",19
"15552",28
"15553",19
"15554",19
"15555",2
"15556",20
"15557",19
"15558",14
"15559",14
"15560",19
"15561",4
"15562",26
"15563",26
"15564",26
"15565",21
"15566",26
"15567",26
"15568",26
"15569",26
"15570",26
"15571",4
"15572",19
"15573",5
"15574",28
"15575",17
"15576",19
"15577",28
"15578",26
"15579",17
"15580",19
"15581",2
"15582",28
"15583",29
"15584",28
"15585",15
"15586",19
"15587",28
"15588",23
"15589",19
"15590",28
"15591",14
"15592",19
"15593",23
"15594",29
"15595",5
"15596",29
"15597",29
"15598",29
"15599",29
"15600",28
"15601",19
"15602",19
"15603",19
"15604",19
"15605",28
"15606",19
"15607",19
"15608",19
"15609",1
"15610",19
"15611",19
"15612",19
"15613",17
"15614",28
"15615",19
"15616",28
"15617",28
"15618",14
"15619",28
"15620",19
"15621",14
"15622",19
"15623",10
"15624",29
"15625",29
"15626",10
"15627",25
"15628",26
"15629",10
"15630",12
"15631",27
"15632",21
"15633",29
"15634",29
"15635",29
"15636",29
"15637",17
"15638",3
"15639",29
"15640",29
"15641",14
"15642",29
"15643",29
"15644",20
"15645",29
"15646",23
"15647",12
"15648",12
"15649",26
"15650",28
"15651",29
"15652",29
"15653",29
"15654",29
"15655",29
"15656",28
"15657",19
"15658",26
"15659",26
"15660",28
"15661",29
"15662",28
"15663",21
"15664",27
"15665",23
"15666",6
"15667",29
"15668",28
"15669",28
"15670",29
"15671",29
"15672",29
"15673",26
"15674",28
"15675",28
"15676",29
"15677",26
"15678",29
"15679",29
"15680",17
"15681",29
"15682",29
"15683",29
"15684",21
"15685",23
"15686",16
"15687",28
"15688",29
"15689",29
"15690",21
"15691",21
"15692",29
"15693",27
"15694",21
"15695",27
"15696",27
"15697",22
"15698",21
"15699",21
"15700",29
"15701",26
"15702",26
"15703",10
"15704",26
"15705",22
"15706",29
"15707",20
"15708",18
"15709",29
"15710",29
"15711",26
"15712",23
"15713",5
"15714",23
"15715",28
"15716",3
"15717",23
"15718",23
"15719",12
"15720",14
"15721",28
"15722",23
"15723",14
"15724",2
"15725",23
"15726",23
"15727",29
"15728",10
"15729",5
"15730",26
"15731",26
"15732",10
"15733",14
"15734",29
"15735",6
"15736",14
"15737",6
"15738",17
"15739",14
"15740",20
"15741",20
"15742",14
"15743",19
"15744",28
"15745",14
"15746",3
"15747",4
"15748",23
"15749",28
"15750",28
"15751",19
"15752",14
"15753",20
"15754",17
"15755",28
"15756",19
"15757",14
"15758",14
"15759",28
"15760",14
"15761",14
"15762",14
"15763",14
"15764",14
"15765",14
"15766",14
"15767",14
"15768",14
"15769",17
"15770",17
"15771",14
"15772",28
"15773",25
"15774",28
"15775",23
"15776",23
"15777",23
"15778",23
"15779",19
"15780",28
"15781",23
"15782",23
"15783",23
"15784",26
"15785",26
"15786",23
"15787",23
"15788",26
"15789",26
"15790",26
"15791",23
"15792",29
"15793",15
"15794",26
"15795",10
"15796",10
"15797",29
"15798",29
"15799",9
"15800",29
"15801",21
"15802",29
"15803",29
"15804",6
"15805",26
"15806",26
"15807",10
"15808",23
"15809",26
"15810",19
"15811",26
"15812",26
"15813",19
"15814",29
"15815",23
"15816",20
"15817",20
"15818",20
"15819",8
"15820",26
"15821",24
"15822",26
"15823",26
"15824",24
"15825",2
"15826",30
"15827",26
"15828",2
"15829",19
"15830",10
"15831",3
"15832",24
"15833",2
"15834",26
"15835",1
"15836",23
"15837",1
"15838",19
"15839",12
"15840",2
"15841",10
"15842",23
"15843",1
"15844",14
"15845",23
"15846",10
"15847",23
"15848",10
"15849",2
"15850",10
"15851",1
"15852",2
"15853",24
"15854",2
"15855",14
"15856",14
"15857",19
"15858",19
"15859",19
"15860",29
"15861",12
"15862",19
"15863",19
"15864",19
"15865",20
"15866",19
"15867",19
"15868",29
"15869",28
"15870",19
"15871",19
"15872",19
"15873",28
"15874",20
"15875",20
"15876",19
"15877",28
"15878",6
"15879",26
"15880",28
"15881",28
"15882",28
"15883",28
"15884",28
"15885",14
"15886",17
"15887",6
"15888",2
"15889",14
"15890",10
"15891",29
"15892",6
"15893",30
"15894",18
"15895",29
"15896",30
"15897",31
"15898",18
"15899",6
"15900",2
"15901",18
"15902",26
"15903",29
"15904",16
"15905",29
"15906",6
"15907",29
"15908",6
"15909",16
"15910",10
"15911",26
"15912",14
"15913",26
"15914",29
"15915",29
"15916",6
"15917",29
"15918",3
"15919",26
"15920",26
"15921",26
"15922",29
"15923",21
"15924",26
"15925",29
"15926",2
"15927",26
"15928",10
"15929",7
"15930",6
"15931",5
"15932",5
"15933",7
"15934",7
"15935",31
"15936",29
"15937",29
"15938",28
"15939",27
"15940",29
"15941",23
"15942",29
"15943",29
"15944",20
"15945",29
"15946",27
"15947",29
"15948",29
"15949",27
"15950",29
"15951",29
"15952",29
"15953",29
"15954",21
"15955",27
"15956",29
"15957",28
"15958",29
"15959",23
"15960",23
"15961",23
"15962",29
"15963",23
"15964",29
"15965",23
"15966",29
"15967",29
"15968",29
"15969",18
"15970",18
"15971",29
"15972",29
"15973",18
"15974",27
"15975",29
"15976",27
"15977",29
"15978",29
"15979",3
"15980",18
"15981",29
"15982",29
"15983",29
"15984",29
"15985",29
"15986",23
"15987",29
"15988",18
"15989",29
"15990",29
"15991",29
"15992",29
"15993",29
"15994",29
"15995",18
"15996",18
"15997",3
"15998",29
"15999",29
"16000",29
"16001",3
"16002",29
"16003",27
"16004",29
"16005",23
"16006",29
"16007",29
"16008",19
"16009",26
"16010",20
"16011",29
"16012",26
"16013",27
"16014",29
"16015",29
"16016",29
"16017",29
"16018",28
"16019",27
"16020",29
"16021",29
"16022",27
"16023",19
"16024",17
"16025",26
"16026",29
"16027",29
"16028",12
"16029",29
"16030",19
"16031",29
"16032",29
"16033",12
"16034",29
"16035",29
"16036",29
"16037",29
"16038",12
"16039",29
"16040",12
"16041",29
"16042",21
"16043",8
"16044",29
"16045",29
"16046",21
"16047",29
"16048",29
"16049",29
"16050",29
"16051",29
"16052",29
"16053",26
"16054",29
"16055",21
"16056",21
"16057",26
"16058",21
"16059",26
"16060",26
"16061",26
"16062",26
"16063",2
"16064",14
"16065",21
"16066",21
"16067",21
"16068",21
"16069",26
"16070",26
"16071",26
"16072",26
"16073",25
"16074",25
"16075",25
"16076",26
"16077",29
"16078",25
"16079",25
"16080",25
"16081",25
"16082",25
"16083",25
"16084",25
"16085",25
"16086",25
"16087",29
"16088",25
"16089",23
"16090",25
"16091",25
"16092",25
"16093",25
"16094",25
"16095",21
"16096",25
"16097",25
"16098",25
"16099",25
"16100",25
"16101",25
"16102",25
"16103",23
"16104",28
"16105",25
"16106",25
"16107",25
"16108",28
"16109",25
"16110",25
"16111",25
"16112",25
"16113",25
"16114",25
"16115",25
"16116",29
"16117",28
"16118",21
"16119",25
"16120",25
"16121",25
"16122",25
"16123",25
"16124",25
"16125",23
"16126",25
"16127",25
"16128",25
"16129",25
"16130",25
"16131",25
"16132",25
"16133",29
"16134",25
"16135",25
"16136",29
"16137",19
"16138",20
"16139",23
"16140",28
"16141",24
"16142",26
"16143",26
"16144",26
"16145",25
"16146",25
"16147",26
"16148",10
"16149",29
"16150",6
"16151",10
"16152",10
"16153",26
"16154",26
"16155",26
"16156",26
"16157",10
"16158",10
"16159",26
"16160",10
"16161",10
"16162",26
"16163",28
"16164",28
"16165",20
"16166",28
"16167",16
"16168",29
"16169",6
"16170",20
"16171",26
"16172",23
"16173",19
"16174",28
"16175",16
"16176",20
"16177",29
"16178",19
"16179",28
"16180",19
"16181",26
"16182",25
"16183",28
"16184",14
"16185",17
"16186",14
"16187",23
"16188",6
"16189",14
"16190",22
"16191",28
"16192",14
"16193",28
"16194",28
"16195",28
"16196",28
"16197",28
"16198",20
"16199",20
"16200",28
"16201",28
"16202",21
"16203",14
"16204",14
"16205",26
"16206",7
"16207",21
"16208",19
"16209",28
"16210",29
"16211",21
"16212",29
"16213",26
"16214",21
"16215",17
"16216",19
"16217",19
"16218",26
"16219",14
"16220",3
"16221",28
"16222",26
"16223",29
"16224",21
"16225",23
"16226",14
"16227",10
"16228",26
"16229",31
"16230",29
"16231",19
"16232",6
"16233",29
"16234",27
"16235",6
"16236",16
"16237",28
"16238",29
"16239",26
"16240",29
"16241",27
"16242",27
"16243",27
"16244",6
"16245",24
"16246",24
"16247",24
"16248",24
"16249",6
"16250",24
"16251",12
"16252",24
"16253",24
"16254",24
"16255",24
"16256",24
"16257",24
"16258",6
"16259",24
"16260",24
"16261",24
"16262",24
"16263",24
"16264",24
"16265",24
"16266",6
"16267",24
"16268",6
"16269",24
"16270",24
"16271",24
"16272",24
"16273",24
"16274",24
"16275",6
"16276",17
"16277",6
"16278",24
"16279",24
"16280",24
"16281",6
"16282",24
"16283",24
"16284",24
"16285",24
"16286",6
"16287",24
"16288",24
"16289",24
"16290",24
"16291",6
"16292",24
"16293",24
"16294",24
"16295",24
"16296",24
"16297",24
"16298",24
"16299",24
"16300",24
"16301",24
"16302",24
"16303",24
"16304",24
"16305",24
"16306",24
"16307",24
"16308",24
"16309",24
"16310",24
"16311",24
"16312",24
"16313",6
"16314",24
"16315",24
"16316",24
"16317",24
"16318",24
"16319",24
"16320",14
"16321",14
"16322",24
"16323",24
"16324",6
"16325",24
"16326",24
"16327",24
"16328",24
"16329",6
"16330",6
"16331",24
"16332",14
"16333",24
"16334",21
"16335",5
"16336",5
"16337",29
"16338",23
"16339",29
"16340",29
"16341",29
"16342",29
"16343",29
"16344",29
"16345",27
"16346",21
"16347",29
"16348",29
"16349",29
"16350",29
"16351",29
"16352",29
"16353",5
"16354",29
"16355",29
